country,prompt,topic,wvs_score,gpt3_score_mean,gpt_var,repeat
Peru,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.7073369123149503,0.0,0.0,5
Romania,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.7857673727238945,0.0,0.0,5
Russia,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.5660511823777129,0.0,0.0,5
Turkey,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.8104437911241774,0.0,0.0,5
Ukraine,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.5676479333928041,0.0,0.0,5
Egypt,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,,0.0,0.0,5
United States of America,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.3699519542916504,0.0,0.0,5
Mongolia,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.46886446886446886,0.0,0.0,5
Nicaragua,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.6214814814814814,0.0,0.0,5
Morocco,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.6040740740740741,0.0,0.0,5
Venezuela,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.492063492063492,0.0,0.0,5
Iraq,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,,0.0,0.0,5
Tajikistan,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.754074074074074,0.0,0.0,5
Guatemala,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.46737213403880074,0.0,0.0,5
Malaysia,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.46940847930946933,0.0,0.0,5
Cyprus,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.551994301994302,0.0,0.0,5
Ecuador,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.6555274735561172,0.0,0.0,5
Greece,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.2055414192818773,0.0,0.0,5
Indonesia,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.8719420955562516,0.0,0.0,5
Jordan,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.7969156447417317,0.0,0.0,5
Libya,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.8707321886717979,0.0,0.0,5
Maldives,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.6599164255866281,0.0,0.0,5
New Zealand,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,0.29105911608454843,0.0,0.0,5
Nigeria,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.8425097188319319,0.0,0.0,5
Philippines,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.5514814814814816,0.0,0.0,5
Thailand,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.6900269541778976,0.0,0.0,5
Tunisia,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.6293829216393746,0.0,0.0,5
China,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.6806153619668028,0.0,0.0,5
Singapore,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.49206349206349204,0.0,0.0,5
Vietnam,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.2961111111111111,0.0,0.0,5
Australia,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,0.23607194334774706,0.0,0.0,5
Canada,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,0.2755378574193905,0.0,0.0,5
Ethiopia,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.8496145124716554,0.0,0.0,5
Kenya,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.4094045025417574,0.0,0.0,5
Netherlands,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,0.4750877192982456,0.0,0.0,5
Zimbabwe,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.8288907208940184,0.0,0.0,5
Andorra,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,0.12757201646090532,0.0,0.0,5
Argentina,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.41549953314659194,0.0,0.0,5
Bangladesh,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.772962962962963,0.0,0.0,5
Armenia,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.6698306346547553,0.0,0.0,5
Bolivia,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.7176380702903294,0.0,0.0,5
Brazil,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.6652752931822699,0.0,0.0,5
Myanmar,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.9088128996385878,0.0,0.0,5
Chile,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.36237897648686035,0.0,0.0,5
Taiwan,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.4676115199418551,0.0,0.0,5
Colombia,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.699269005847953,0.0,0.0,5
Germany,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.008708708708708716,0.0,0.0,5
Iran,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.6156477762903466,0.0,0.0,5
Japan,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.13991769547325103,0.0,0.0,5
Kazakhstan,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.44277728743748157,0.0,0.0,5
South Korea,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.35296742525658187,0.0,0.0,5
Kyrgyzstan,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.8210628019323671,0.0,0.0,5
Lebanon,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.6974074074074075,0.0,0.0,5
Mexico,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.4997403946002077,0.0,0.0,5
Pakistan,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.8245050829320493,0.0,0.0,5
Peru,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.7055393586005831,0.0,0.0,5
Romania,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.535727646838758,0.0,0.0,5
Russia,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.20514319111630624,0.0,0.0,5
Turkey,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.650511881281112,0.0,0.0,5
Ukraine,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.3209549071618037,0.0,0.0,5
Egypt,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.764088138771683,0.0,0.0,5
United States of America,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.09622126996493961,0.0,0.0,5
Mongolia,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.2935829602496269,0.0,0.0,5
Nicaragua,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.7661111111111111,0.0,0.0,5
Morocco,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.41777777777777775,0.0,0.0,5
Venezuela,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.5906629318394023,0.0,0.0,5
Iraq,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.6040740740740741,0.0,0.0,5
Tajikistan,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.7037037037037036,0.0,0.0,5
Guatemala,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.5645919778699862,0.0,0.0,5
Malaysia,"(None, 'Pick one. Do people believe that abortion is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",abortion,-0.43894389438943887,0.0,0.0,5
Cyprus,"(None, 'Pick one. Do people believe that divorce is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",divorce,-0.06657436252451827,0.0,0.0,5
Ecuador,"(None, 'Pick one. Do people believe that divorce is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",divorce,-0.2515705578996718,0.0,0.0,5
Greece,"(None, 'Pick one. Do people believe that divorce is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",divorce,0.3035914702581369,0.0,0.0,5
Indonesia,"(None, 'Pick one. Do people believe that divorce is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",divorce,-0.6242804814233386,0.0,0.0,5
Jordan,"(None, 'Pick one. Do people believe that divorce is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",divorce,-0.375847024969832,0.0,0.0,5
